#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_892	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_905	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_945	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_946	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Lebbeus	unassigned
ASV_947	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_979	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_1054	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_1074	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_1130	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_1132	Eukaryota	Ochrophyta	Phaeophyceae	Fucales	Hormosiraceae	g_	s_
ASV_1349	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_1395	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	g_	s_
ASV_1421	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_1430	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_1443	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_1452	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_1523	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_1557	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_1659	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_1753	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_1805	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_1904	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	g_	s_
ASV_1924	Eukaryota	Arthropoda	Malacostraca	Decapoda	Hippolytidae	Lebbeus	unassigned
ASV_2005	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_2111	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	g_	s_
ASV_2171	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2278	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2305	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_2344	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2410	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	Thysanoessa spinifera
ASV_2477	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2747	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	s_
ASV_2846	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_2879	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2887	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_2919	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2924	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_3002	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_3003	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis pouchetii
ASV_3013	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	g_	s_
ASV_3015	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_3194	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_3228	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens
ASV_3242	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_3264	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_3283	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_3322	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium sclerotiorum
ASV_3621	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_3699	Eukaryota	Arthropoda	Arachnida	Araneae	Philodromidae	g_	s_
ASV_3708	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_3720	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_3888	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_3894	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_4066	Eukaryota	Ascomycota	unassigned	unassigned	unassigned	g_	s_
ASV_4195	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_4365	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_4573	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_4638	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_4976	Eukaryota	Mollusca	Gastropoda	unknown	Planorbidae	g_	s_
ASV_5028	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_5109	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_5240	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_5263	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_5643	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_6761	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6797	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6799	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6818	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6904	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7261	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7485	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7490	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7589	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7599	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7625	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7656	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7700	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7711	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7743	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7804	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7835	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7849	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7897	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7900	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8225	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_8226	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_8227	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8228	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_8229	Eukaryota	Ochrophyta	Phaeophyceae	Fucales	Sargassaceae	g_	s_
ASV_8230	Eukaryota	Nemertea	Palaeonemertea	unknown	Tubulanidae	g_	s_
ASV_8231	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8233	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_8234	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8236	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_8238	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_8241	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	g_	s_
ASV_8242	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_8243	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8244	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_8246	Eukaryota	Ochrophyta	Phaeophyceae	Sphacelariales	Sphacelariaceae	g_	s_
ASV_8247	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8248	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8249	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_8250	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_8251	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis globosa
ASV_8252	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8253	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_8254	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8257	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8259	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_8260	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	Calocalanus	Calocalanus tenuis
ASV_8261	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_8262	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8263	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8264	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_8265	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	g_	s_
ASV_8269	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_8270	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8271	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8272	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_8274	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_8276	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8277	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_8279	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8280	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	Oncaea scottodicarloi
ASV_8281	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8283	Eukaryota	Porifera	Demospongiae	Poecilosclerida	Microcionidae	g_	s_
ASV_8284	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_8286	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8287	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8289	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_8290	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8291	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_8293	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Sphaeronectidae	g_	s_
ASV_8294	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8296	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_8298	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8301	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8302	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_8303	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8304	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_8305	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus pergens
ASV_8307	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_8308	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8309	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_8310	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_8311	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8312	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8314	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	unassigned	g_	s_
ASV_8315	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus parapergens
ASV_8316	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_8318	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus pergens
ASV_8319	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Pontellidae	g_	s_
ASV_8320	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_8321	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_8323	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8324	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8325	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_8326	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_8328	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8329	Eukaryota	Annelida	Polychaeta	unassigned	unassigned	unassigned	unassigned
ASV_8330	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_8331	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	g_	s_
ASV_8332	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	g_	s_
ASV_8333	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_8334	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8337	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8339	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_8340	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8341	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8345	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8346	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Pleuromamma	Pleuromamma borealis
ASV_8347	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8348	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_8349	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_8350	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_8351	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8352	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	Phacellophora camtschatica
ASV_8353	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_8354	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_8355	Eukaryota	unknown	unknown	unknown	Vexilliferidae	g_	s_
ASV_8356	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8357	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8358	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_8360	Eukaryota	Cercozoa	unknown	Euglyphida	Paulinellidae	g_	s_
ASV_8361	Eukaryota	unknown	Bolidophyceae	Parmales	Triparmaceae	g_	s_
ASV_8363	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8365	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_8367	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_8372	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8373	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	g_	s_
ASV_8376	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_8379	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8381	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_8384	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8385	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_8387	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8388	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_8389	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8390	Eukaryota	Ochrophyta	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_8391	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8392	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8393	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8394	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8395	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_8396	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_8397	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8400	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	g_	s_
ASV_8401	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_8402	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_8404	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	g_	s_
ASV_8405	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8406	Eukaryota	Cnidaria	Hydrozoa	Narcomedusae	Aeginidae	g_	s_
ASV_8407	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_8408	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8409	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_8410	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8412	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_8416	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8418	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_8420	Eukaryota	Ochrophyta	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_8422	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8423	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8424	Eukaryota	Arthropoda	Insecta	Diptera	unassigned	g_	s_
ASV_8426	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_8428	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_8430	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	Clausocalanus pergens
ASV_8431	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_8432	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	g_	s_
ASV_8433	Eukaryota	Ochrophyta	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_8434	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_8437	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Ctenocalanus	Ctenocalanus vanus
ASV_8438	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_8440	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_8441	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Moerisiidae	g_	s_
ASV_8442	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_8443	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8444	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8447	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8461	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	g_	s_
ASV_8462	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8463	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8465	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	g_	s_
ASV_8466	Eukaryota	Ochrophyta	Phaeophyceae	Sphacelariales	Choristocarpaceae	g_	s_
ASV_8467	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8471	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8472	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_8474	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_8475	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_8478	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8479	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8480	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8481	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8482	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_8483	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_8484	Eukaryota	Arthropoda	Insecta	Orthoptera	unassigned	g_	s_
ASV_8485	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8486	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_8487	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8490	Eukaryota	Haptophyta	Haptophyta	unassigned	unassigned	g_	s_
ASV_8491	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8493	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_8494	Eukaryota	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_8496	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_8497	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8498	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8499	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8502	Eukaryota	Arthropoda	Insecta	Diptera	unassigned	g_	s_
ASV_8505	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8506	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8507	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	g_	s_
ASV_8510	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_8513	Eukaryota	Arthropoda	Arachnida	Araneae	unassigned	g_	s_
ASV_8516	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	g_	s_
ASV_8518	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8520	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_8521	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_8522	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_8523	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_8524	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
