ASV ID	CN17_B1	CN17_B10	CN17_B13	CN17_B17	CN17_B20	CN17_B23	CN17_CBI1	CN17_CBI10	CN17_CBI4	CN17_CBI5	CN17_CBI8	CN17_CBI9	Taxon
e5c9fe1e9238960cc02187f62de9f44a	0	0	0	31	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; 
e8bff9a39e70d91d0e68071cdf21c816	0	0	0	31	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
9db4b67bd44bf8feb791f953756b843d	0	0	0	0	31	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_bacterium
f358f322976cc3261b3360ea696294f9	0	0	0	0	31	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; s__uncultured_bacterium
f59f1ca19361e2b2a87b344baba967fb	0	0	0	0	31	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; 
3e6e5d31ab4c0457346589f1bb23bdf5	0	0	0	0	31	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; 
ca9369719e87074f3e37c14a1fa3455e	0	0	0	0	31	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia; 
f96d8e33a701729450a653d496d1439d	0	0	0	0	31	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; 
4841750dfbcf2ccaa43200349cbb6760	0	0	0	0	0	31	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__uncultured; 
70d3c92934941e570d403da586a686c8	0	0	0	0	0	31	0	0	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_marine
38826f1450e31f0f12f88833d95b1202	0	0	0	0	0	31	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__uncultured; s__uncultured_bacterium
cf69de3e426308dd80125498db3c3e80	0	0	0	0	0	31	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__uncultured; g__uncultured; 
bbee067ac1fbdd33f891def2e2de4008	0	0	0	0	0	31	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine
1f8cded022f61fe3448666a864907c62	0	0	0	0	0	0	31	0	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_marine
0006a7634d1b121600edeab26c93918b	0	0	0	0	0	0	31	0	0	0	0	0	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium
959bbe0ee8131aea8b5a0e7168e8c252	0	0	0	0	0	0	0	31	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__BD1-7_clade; s__uncultured_bacterium
284ba6b9c6c0d56842fb4ffc4fbcfe7c	0	0	0	0	0	0	0	31	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__PS1_clade; g__PS1_clade; 
8b3dfaacd425f956160deda6f5f82477	0	0	0	0	0	0	0	0	0	31	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
6bf31098af84040aafc0c984fd1946eb	0	0	0	0	0	0	0	0	0	31	0	0	Unassigned; ; ; ; ; ; 
d271a32af99436152b1c12c9d123302a	0	0	0	0	0	0	0	0	0	31	0	0	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_bacterium
dfea65cc7dc3c7972c290eb5915d1aac	0	0	0	0	0	0	0	0	0	0	31	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_Mamiellophyceae
4e3c9e05c4180f55a63859a803a56661	0	0	0	0	0	0	0	0	0	0	31	0	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium
b9092211cbb496584fa3eb2b70274344	0	0	0	0	0	0	0	0	0	0	31	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Berkeleya_fennica
7c6827dbe118617ccf3eb9177d23e729	0	0	0	0	0	0	0	0	0	0	31	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine
b96fb406b8d206f39cc6a340e6859463	0	0	0	0	0	0	0	0	0	0	0	31	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__uncultured_bacterium
abf0818c6a413a6cd0fb9bab67f23ee4	0	0	0	0	0	0	0	0	0	0	0	31	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; 
e4b14d20427bcb9217dd5c7c2ed30ef7	0	0	0	0	0	0	0	0	0	0	0	31	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; 
d3e8655a31484d6fa37fa5e4b6ac2051	0	30	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; 
a1e0e1fd6942a985a5e462639f2bacd1	0	30	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__OM60(NOR5)_clade; 
b13c36498774c0bb88f129f371b8dec3	0	30	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group; s__uncultured_bacterium
6659a4d4cf6b72f8675f287ca36bb152	0	30	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Salinirepens; 
e74d6b0892c29b6663c8b057a5b5f157	0	0	30	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium
2fe79d313f842fce79e857b40247a783	0	0	16	0	0	0	0	14	0	0	0	0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
0b424921a7042609938350f5dcbeadf4	0	0	5	0	0	4	0	5	8	0	8	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
d1f59fb5a06f21f9305efef8693b70ee	0	0	0	30	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; 
feb3011ae43e59556eac575fc46bc48b	0	0	0	30	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
27281e4f9cec8a938e7c87b80bf24ecd	0	0	0	8	8	0	0	0	0	0	4	10	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
7a2233245b5d7da6a2981576e1750db3	0	0	0	7	0	0	23	0	0	0	0	0	Unassigned; ; ; ; ; ; 
abbaa1e2979b867ce0fd00d3fa1ce1a8	0	0	0	0	30	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; 
fb89d309bf8f3d705fc29bd69aa975dc	0	0	0	0	30	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; 
d0c217754cd0cba5205ebae8f3d2567f	0	0	0	0	30	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Thalassobaculales; f__Nisaeaceae; g__OM75_clade; 
64daf7a0e6b8db6d2390bd4220062e00	0	0	0	0	0	30	0	0	0	0	0	0	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; 
fb8962201b4c823a07aa180c164ff522	0	0	0	0	0	17	0	13	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__uncultured_bacterium
c02fcccf451f7849112c80621542db2d	0	0	0	0	0	0	30	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS7_marine_group; g__NS7_marine_group; s__uncultured_bacterium
375495488558571e73b89aa4283ef604	0	0	0	0	0	0	30	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium
34e748db037f76ce8c792784e8f2bcd2	0	0	0	0	0	0	30	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA10353_marine_group; f__UBA10353_marine_group; g__UBA10353_marine_group; 
9e03ced7463dedc327115fe4965dd9b5	0	0	0	0	0	0	30	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Marinoscillum; 
b89ed46014cbbd3f702dde49eba5716e	0	0	0	0	0	0	0	30	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__uncultured; s__uncultured_bacterium
d649360e4c0bdd2de861b83601295730	0	0	0	0	0	0	0	30	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
a1c82949ca371bd8a23a62062135d723	0	0	0	0	0	0	0	30	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Psychromonadaceae; g__Agarivorans; s__Agarivorans_albus
f8ce0b4fc095b6a5e41bbe8b1603e910	0	0	0	0	0	0	0	0	30	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia; 
bf0b68b5611e11ed3eb0bc2efe963db9	0	0	0	0	0	0	0	0	30	0	0	0	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta
1ba8f944a60a8c8959019e34120d19f3	0	0	0	0	0	0	0	0	30	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; 
295f019e9213747e1de7e051d0495334	0	0	0	0	0	0	0	0	0	30	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; 
0b5fa413eb41df35d5f898aeb956d6ab	0	0	0	0	0	0	0	0	0	30	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; s__uncultured_bacterium
73a32133a12960669c02d08f688edcdb	0	0	0	0	0	0	0	0	0	0	30	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade; s__uncultured_bacterium
5b4550e85b0951e27e55174ce304977a	0	0	0	0	0	0	0	0	0	0	30	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__uncultured_marine
2b7945e3e513a9a76cf8212a22838043	0	0	0	0	0	0	0	0	0	0	0	30	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; 
d09f7e9e565b9ca1f021b92cc7a19432	0	0	0	0	0	0	0	0	0	0	0	30	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospiraceae; g__uncultured; 
983ecd21395498953b9b4a6d3c0e5c53	0	0	0	0	0	0	0	0	0	0	0	30	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine
35ad03441bbcbffe78622920198d9ac9	29	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Synechococcus_CC9902; 
537e1766242232cc351f3bd1ebbb99a8	29	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007; g__DEV007; s__uncultured_bacterium
18dc0e2048a16da20c9dff2e475dfc71	29	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
6746130e13935fcf3156ddaa1510cd9b	29	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); 
d5178f4d46402e03ba59206c815664f0	29	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__SCGC_AAA164-E04; s__uncultured_bacterium
424fdca4d769fc12ef6f0a9472f29353	6	0	7	4	0	0	0	0	0	0	6	6	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; s__uncultured_bacterium
6c3136d00c6ae055d39d1eb2a1e2e516	0	0	29	0	0	0	0	0	0	0	0	0	Unassigned; ; ; ; ; ; 
a86044d0f857a96d8a1241a36c04d27f	0	0	29	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; s__uncultured_bacterium
20fe80f00716128faebcdc430ea085a2	0	0	29	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__uncultured_delta
b228ef6264ba3ed0ff61cfb83c9817b0	0	0	29	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; 
585b4cd7f852dbf469dd4580437f28f9	0	0	0	29	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; ; 
0e248662f4bd4535c2b33064a209176b	0	0	0	0	29	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; ; 
9b39e516ba321f33782369c2ab9d1b04	0	0	0	0	29	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__PS1_clade; g__PS1_clade; 
af9df3b06dd8a95fff6e1269ee7907d5	0	0	0	0	29	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS3a_marine_group; 
a076a5b8c1a9696a2f294398be4ab623	0	0	0	0	29	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas; 
fbc06abfcf6343e7618d088d8ea27995	0	0	0	0	0	29	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__uncultured; 
f5929791a0031a9b2210fc6b885643db	0	0	0	0	0	29	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amylibacter; 
1f54d5173aa640a8c42bf7953f4207fa	0	0	0	0	0	0	29	0	0	0	0	0	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_marine
9ca923dfa7aa7d0f952fd08cdc8ee1f7	0	0	0	0	0	0	29	0	0	0	0	0	Unassigned; ; ; ; ; ; 
e5a824e560b23660f6773b0e70a768d2	0	0	0	0	0	0	29	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium
4ad933c201113d21476bb37efc0b1fdf	0	0	0	0	0	0	0	29	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium
bf0c80898bb9fc0caae1636b6274d633	0	0	0	0	0	0	0	29	0	0	0	0	d__Bacteria; p__Margulisbacteria; c__Margulisbacteria; o__Margulisbacteria; f__Margulisbacteria; g__Margulisbacteria; 
a61c8f2608e346128d0309d672c427c8	0	0	0	0	0	0	0	29	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Aureispira; 
a6595693ada9d66a95005b871a6457ca	0	0	0	0	0	0	0	29	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__Lentimonas; 
2872bc30bbc8cbfa9dccbdca413f2c65	0	0	0	0	0	0	0	0	29	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Nitzschia_sp.
f73e9f1322bfb060cec2969f3dd692eb	0	0	0	0	0	0	0	0	29	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
1512186c6c71d807b2f69db8df162af3	0	0	0	0	0	0	0	0	0	29	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
bfba5f6a1f00fb434e67caa835d0343c	0	0	0	0	0	0	0	0	0	29	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS7_marine_group; g__NS7_marine_group; s__uncultured_bacterium
6f8580478a76d183e08b4b8db0dd83af	0	0	0	0	0	0	0	0	0	29	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; 
2b2d1d652982ab55db12da3a59fee18b	0	0	0	0	0	0	0	0	0	29	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Nitzschia_sp.
0146b5aefe41b193d63cf9f7bc5e8cdb	0	0	0	0	0	0	0	0	0	29	0	0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
9b9269f07685011756a6deb15bf8026c	0	0	0	0	0	0	0	0	0	0	29	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
f60e2d159d1f30ff203b73fdf59abeb1	0	0	0	0	0	0	0	0	0	0	29	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__NS10_marine_group; 
288e063976d57ab552a30d6aae426387	0	0	0	0	0	0	0	0	0	0	29	0	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
29957a1ac3f99d99fbf89633f1d983e4	0	0	0	0	0	0	0	0	0	0	29	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster; 
a1f482bdea6332867c11503ff9824c72	0	0	0	0	0	0	0	0	0	0	0	29	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Paraglaciecola; 
3ef06402dadd0baaf5a1c599f4d6f867	0	0	0	0	0	0	0	0	0	0	0	29	Unassigned; ; ; ; ; ; 
8a240ae1df65adc45039c7e605d69bf1	0	0	0	0	0	0	0	0	0	0	0	29	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; 
c7b03be5edd240234693aab24c555ac5	0	0	0	0	0	0	0	0	0	0	0	29	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_IV; g__Clade_IV; s__uncultured_bacterium
2e8f9c8c519ea631dae6bac013bef890	0	0	0	0	0	0	0	0	0	0	0	29	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; 
dd8104d2ceb6a70bde74f26b73595f97	28	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; ; 
a4e3046a040a272b3b4af8de0213a45f	28	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Arctic97B-4_marine_group; f__Arctic97B-4_marine_group; g__Arctic97B-4_marine_group; 
da1c60ed92689b7755368600fe59f0c5	22	0	0	0	0	0	0	0	0	0	6	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__AT-s2-59; f__AT-s2-59; g__AT-s2-59; s__uncultured_bacterium
bed0d17a89d813b883c41e4acefb8ad5	14	0	0	0	14	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_IV; g__Clade_IV; 
da4b6da5ae58167c602b2db5211d8251	4	6	4	0	4	4	0	0	4	0	0	2	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; 
86afa8abb220e3bc207ef9a305a5fbb6	3	5	7	4	0	1	0	8	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured; s__uncultured_bacterium
a6da442ea04c9c9a3b61f71f062986f3	0	28	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine
9447dab557c02aafd28e49b5b41ab5c0	0	28	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__KI89A_clade; f__KI89A_clade; g__KI89A_clade; 
8792470c32ed8dad735f02447351bf03	0	28	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007; g__DEV007; s__uncultured_bacterium
28acff603c14ffe2157af5cc0c704c84	0	0	28	0	0	0	0	0	0	0	0	0	Unassigned; ; ; ; ; ; 
01e8de31779ebe9d2d698acf85be01d1	0	0	28	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta
27642da622c39d244635edb89e9fd6f5	0	0	28	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__uncultured_bacterium
0bf95ba1b9aafc944c69a33a3d3fe338	0	0	28	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; 
be013563bce45c386d710fe2acb51aa7	0	0	0	28	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium
d88dec4f337dd45f1e0669c213bf941f	0	0	0	28	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_bacterium
38b12936fbc07a89bd649660d804a22c	0	0	0	28	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__uncultured; 
09b7eb233e1b8bbb12b8093a2dcb7141	0	0	0	0	28	0	0	0	0	0	0	0	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; 
46e0eafd0f54e91dc8cb2e3a63839862	0	0	0	0	28	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; ; ; ; 
0340cb4c499d526079a8e7e5adbbb003	0	0	0	0	28	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Paraglaciecola; 
abdbf66477a36fd29d4010cd8ddbafc7	0	0	0	0	0	28	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
25d5f7a1e9c2888011c74b126dd5c97e	0	0	0	0	0	28	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
f86cb8d4ee459480c2b34216b3a48e08	0	0	0	0	0	28	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula; 
95759a01db335f6398cfe38a7f6165ba	0	0	0	0	0	28	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__uncultured; 
