"","ASV","total_reads","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2172","ASV_7064",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2245","ASV_7284",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2287","ASV_7809",7,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2300","ASV_8062",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2302","ASV_8115",7,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2316","ASV_8390",7,"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis acuminata"
"2327","ASV_8588",7,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2373","ASV_9807",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2417","ASV_10073",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2552","ASV_10890",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2634","ASV_11423",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2636","ASV_11437",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2677","ASV_11840",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2691","ASV_12001",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2696","ASV_12076",7,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2699","ASV_12117",7,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"338","ASV_1278",6,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"649","ASV_2256",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"660","ASV_2283",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"691","ASV_2386",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"694","ASV_2397",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"704","ASV_2430",6,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"755","ASV_2586",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"764","ASV_2624",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"795","ASV_2714",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"806","ASV_2752",6,"Eukaryota","Dinoflagellata","Dinophyceae","unknown","unknown","g_","s_"
"823","ASV_2807",6,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","g_","s_"
"825","ASV_2820",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","g_","s_"
"843","ASV_2863",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"859","ASV_2901",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","s_"
"864","ASV_2917",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"871","ASV_2944",6,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","g_","s_"
"875","ASV_2954",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"880","ASV_2970",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"891","ASV_2993",6,"Eukaryota","Dinoflagellata","Dinophyceae","unknown","unknown","g_","s_"
"903","ASV_3033",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"959","ASV_3194",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"963","ASV_3207",6,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"964","ASV_3208",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"975","ASV_3232",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"976","ASV_3235",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"982","ASV_3250",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"988","ASV_3266",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"995","ASV_3286",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"1117","ASV_3692",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1169","ASV_3914",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"1340","ASV_4523",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Kryptoperidiniaceae","g_","s_"
"1720","ASV_5774",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"1734","ASV_5819",6,"Eukaryota","Dinoflagellata","Dinophyceae","Suessiales","Symbiodiniaceae","g_","s_"
"1782","ASV_5939",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"1911","ASV_6277",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1928","ASV_6329",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1974","ASV_6462",6,"Eukaryota","Dinoflagellata","Dinophyceae","unknown","unknown","g_","s_"
"2038","ASV_6648",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2039","ASV_6649",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"2070","ASV_6723",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2092","ASV_6779",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2149","ASV_6974",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"2152","ASV_6982",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2153","ASV_6990",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2228","ASV_7216",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2235","ASV_7237",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"2286","ASV_7797",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"2312","ASV_8270",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2348","ASV_9098",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2350","ASV_9321",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2383","ASV_9889",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2386","ASV_9911",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2441","ASV_10191",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2495","ASV_10557",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2518","ASV_10677",6,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Alexandrium","Alexandrium affine"
"2535","ASV_10752",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"2540","ASV_10801",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2549","ASV_10873",6,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","g_","s_"
"2553","ASV_10908",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2565","ASV_10967",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2606","ASV_11203",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2609","ASV_11234",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","g_","s_"
"2615","ASV_11272",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2623","ASV_11340",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2624","ASV_11342",6,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"2652","ASV_11609",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2662","ASV_11726",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2663","ASV_11733",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"2671","ASV_11795",6,"Eukaryota","Dinoflagellata","Dinophyceae","Noctilucales","Kofoidiniaceae","Kofoidinium","s_"
"2694","ASV_12048",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2703","ASV_12154",6,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2704","ASV_12155",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2705","ASV_12182",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2706","ASV_12183",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2708","ASV_12191",6,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"16","ASV_98",5,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Alexandrium","unassigned"
"107","ASV_475",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Islandinium","Islandinium tricingulatum"
"243","ASV_904",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pellucidum"
"261","ASV_967",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium conicum"
"347","ASV_1299",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Archaeperidinium","unassigned"
"422","ASV_1551",5,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"495","ASV_1780",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"585","ASV_2081",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"597","ASV_2113",5,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Amphidomataceae","Azadinium","Azadinium caudatum"
"608","ASV_2130",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"666","ASV_2302",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Pfiesteriaceae","unassigned","unassigned"
"726","ASV_2507",5,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"748","ASV_2577",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"776","ASV_2661",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"779","ASV_2670",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"792","ASV_2708",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"820","ASV_2803",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"824","ASV_2817",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"844","ASV_2864",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"852","ASV_2883",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"855","ASV_2888",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"873","ASV_2950",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Podolampaceae","g_","s_"
"881","ASV_2972",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Glenodiniaceae","g_","s_"
"905","ASV_3037",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"912","ASV_3062",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"920","ASV_3087",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"940","ASV_3151",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"944","ASV_3157",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"945","ASV_3159",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"948","ASV_3172",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"952","ASV_3180",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"965","ASV_3209",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"973","ASV_3227",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"987","ASV_3265",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Pfiesteriaceae","unassigned","unassigned"
"1011","ASV_3332",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1030","ASV_3384",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1037","ASV_3398",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1046","ASV_3438",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"1086","ASV_3579",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1089","ASV_3584",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"1104","ASV_3638",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1116","ASV_3690",5,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Tovelliaceae","g_","s_"
"1148","ASV_3816",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"1174","ASV_3964",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1237","ASV_4174",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1465","ASV_4953",5,"Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Dinophysiaceae","Dinophysis","s_"
"1736","ASV_5821",5,"Eukaryota","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","unassigned","unassigned"
"1751","ASV_5866",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1759","ASV_5882",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1766","ASV_5894",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"1832","ASV_6048",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1943","ASV_6356",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"1965","ASV_6415",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2005","ASV_6547",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2037","ASV_6643",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2055","ASV_6689",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2133","ASV_6916",5,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","g_","s_"
"2138","ASV_6930",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2201","ASV_7133",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2203","ASV_7144",5,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Tovelliaceae","g_","s_"
"2218","ASV_7188",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2301","ASV_8089",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2315","ASV_8370",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2343","ASV_8976",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2391","ASV_9934",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2393","ASV_9942",5,"Eukaryota","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","g_","s_"
"2402","ASV_10008",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"2411","ASV_10049",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"2487","ASV_10480",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2529","ASV_10727",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2561","ASV_10942",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"2569","ASV_11002",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"2571","ASV_11009",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2579","ASV_11047",5,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"2588","ASV_11105",5,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"2592","ASV_11143",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2629","ASV_11390",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2633","ASV_11422",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2669","ASV_11763",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2682","ASV_11885",5,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","g_","s_"
"2688","ASV_11963",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"2702","ASV_12140",5,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"118","ASV_503",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"286","ASV_1065",4,"Eukaryota","Dinoflagellata","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","s_"
"304","ASV_1132",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"387","ASV_1425",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"414","ASV_1515",4,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Alexandrium","unassigned"
"551","ASV_1984",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium conicum"
"566","ASV_2029",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"577","ASV_2058",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"717","ASV_2474",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"733","ASV_2539",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium monovelum"
"736","ASV_2549",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"738","ASV_2552",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Pentapharsodinium","Pentapharsodinium tyrrhenicum"
"788","ASV_2697",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","g_","s_"
"799","ASV_2740",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"834","ASV_2849",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"841","ASV_2861",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","s_"
"850","ASV_2881",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"865","ASV_2928",4,"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","g_","s_"
"883","ASV_2976",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"885","ASV_2978",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"888","ASV_2987",4,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","s_"
"908","ASV_3048",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"922","ASV_3090",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"928","ASV_3102",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"930","ASV_3108",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"934","ASV_3127",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"937","ASV_3139",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"938","ASV_3140",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"947","ASV_3161",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"949","ASV_3174",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"950","ASV_3178",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"951","ASV_3179",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"981","ASV_3249",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"998","ASV_3291",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"1005","ASV_3322",4,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","g_","s_"
"1007","ASV_3324",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1027","ASV_3369",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1038","ASV_3400",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"1044","ASV_3433",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1053","ASV_3460",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1058","ASV_3466",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","s_"
"1059","ASV_3468",4,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","unassigned"
"1062","ASV_3475",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1066","ASV_3490",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1070","ASV_3498",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1077","ASV_3529",4,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"1080","ASV_3556",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1085","ASV_3576",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","unassigned","unassigned","s_"
"1090","ASV_3585",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"1096","ASV_3610",4,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"1118","ASV_3694",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"1125","ASV_3735",4,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
