#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d5bc61f90f231d15cad051d8195ce9e5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
f510d8076cf3a64fc7f848da2a395cb1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
39cfa08f424bdd47540e0e924857f88c	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
c2dca7e7e8b5288e2875873de98c5174	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 	 
35557045bde9c99dae9ad7a75e219665	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_bacterium
822731b4094239d873784c4f68463c9f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Fokiniaceae	 MD3-55	 
fb330b843c690fdf6c0fc32871b18f2a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
07f5476b4e4970ec0953dd41ba5892af	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
4c60791cd348e3eb3c5dd4505faa28f0	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
a72ce46cff99e7f3054a8a582f444a7c	Bacteria	 	 	 	 	 	 
7857d3187944415a804e443783213d31	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Pseudohongiellaceae	 Pseudohongiella	 
de53bfba16c86a3d4989153562d18795	Bacteria	 	 	 	 	 	 
bc960878b53873cf12bddeb196d31443	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 marine_metagenome
d817c1c9b1a55b6af451568e6e5fa39e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 	 
1734e89019e48b0f8a13bd1d1ed844fc	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Comamonadaceae	 Tepidimonas	 
ba987606b381a63455928e37987e5571	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 	 
6a841e0127d42eb14f172173b77f980b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 uncultured_bacterium
0bda0e4f8b03964f2748dd00a7254487	Bacteria	 	 	 	 	 	 
f1931fca6056e9c4bab49ab0420e9c1c	Bacteria	 AncK6	 AncK6	 AncK6	 AncK6	 AncK6	 hydrothermal_vent
840fe620986b1e5dd2d6b2f55e3ffaf1	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 uncultured_Flavobacterium
da6a7cba87e0895b9cbe6037b9bd8b3b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 
4711fddd65fe13062ff99d75db8aa5d4	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Steroidobacterales	 Woeseiaceae	 Woeseia	 
652114c2946ce61a09f541414101e4ac	Bacteria	 Campilobacterota	 Campylobacteria	 Campylobacterales	 	 	 
65c6c68856c7c0df037982a06dadf573	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Actinomarinales	 Actinomarinaceae	 Candidatus_Actinomarina	 uncultured_bacterium
003228a4b6d654ca2a6100249e8b1a25	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 S25-593	 S25-593	 marine_metagenome
6efeaea6240750cf674b1f937ac2eab0	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_marine
2cc5b882b600ee5b7d05849ef2152ad8	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 metagenome
07f66c5e906cd05dd49094f4ad0eec2c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
ebea369ea08b13e4c933f24a26631635	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Parvibaculales	 PS1_clade	 PS1_clade	 uncultured_PS1
83139b7edebe12404189147a63e49924	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 	 
05c2d2963f606b1530be56ab8ce2e427	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 
bc23e4b5e29c27a6cc28f59518158ba7	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Puniceispirillales	 SAR116_clade	 SAR116_clade	 
7fe63d35edb551de6e342a16d0f75e35	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 
ca8087d6d71f8606e605c8519963f547	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 Halioglobus	 
77a43aadb7ecf939878378bb060f3117	Bacteria	 	 	 	 	 	 
5c5cfc3a485c1519c678ffbc09752261	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	 
fe3eea536df3258c8f8c38abd0735915	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 
37b2a2ad93e818450b7a710ecd4ee25a	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 
886813d6c66ef41ef648c9b92ffde619	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	 
bfaf61f677b70276da2e37c16169649e	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 Marinoscillum	 marine_metagenome
42b3b6640ecd34514347fe07bea0c119	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 LS-NOB	 uncultured_bacterium
9042c14f662ffbf17da6bca0d2ce7e35	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 uncultured_marine
809d41b8bd817aea7a96a739cb48b522	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
cc3586a59d8e4e834a4f09a218552360	Bacteria	 Patescibacteria	 Gracilibacteria	 Gracilibacteria	 Gracilibacteria	 Gracilibacteria	 
f8775641febc35e79a07d06aaca71e8f	Bacteria	 	 	 	 	 	 
579ddae324b26892bed7de1c7a8ca7da	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
3daf1be9fe5fe47c51b69a4af98e35c7	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Photobacterium	 
5f1163c312254df6de551d9b1a254da9	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Lentisphaerales	 Lentisphaeraceae	 Lentisphaera	 
2e08c61dd9291a85cfabac990e256e0f	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 uncultured_bacterium
14891d04c358d6b7a3747e8571e056bf	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Piscirickettsiales	 Piscirickettsiaceae	 Candidatus_Endoecteinascidia	 
e7abfb7126e84c504612c9df207a6634	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 uncultured	 
591124934046b142718f913e763cb4df	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
090a3a98a133c69f15a2a4f5364ec8f7	Bacteria	 	 	 	 	 	 
6ec4639c0972739ba0e02306d1eb9273	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Tenderiales	 Tenderiaceae	 Candidatus_Tenderia	 uncultured_gamma
e86aff9d83cae9a0a12ce9418a82f731	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 NS10_marine_group	 uncultured_Flavobacteriia
9285aa60b5dc6276cd7e61a87dc708b0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Enterovibrio	 
61fbf1e2a657e44fd30691fcacc9ee47	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
3d73d89b917159a8fdf59f4ccb7c8578	Bacteria	 Cyanobacteria	 Cyanobacteriia	 	 	 	 
29f2980a667f45e10b07c2eb1041ba25	Bacteria	 Gemmatimonadota	 BD2-11_terrestrial_group	 BD2-11_terrestrial_group	 BD2-11_terrestrial_group	 BD2-11_terrestrial_group	 uncultured_marine
3f037e3f1ccd5723aa19c0687b713ec0	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
9639a3291729a3758207b47715d9205f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum	 
b8a30d80e460567357a5449acd5c1d18	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_III	 Clade_III	 
95ce93f90750d7de12b21e2d3711488d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Piscirickettsiales	 Piscirickettsiaceae	 Candidatus_Endoecteinascidia	 
f0a5d1aa51d06f04bc3e730043fe5708	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS4_marine_group	 uncultured_Bacteroidetes/Chlorobi
d161bd389af7ed80b9fb1a2f23ff4329	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 marine_metagenome
61a9b1daf4e3fc94764d813c9c6c3dbd	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
61489126993609f915035e2f76370615	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 AB1	 AB1	 uncultured_Alphaproteobacteria
8cdbc15b05ede9fca4b9b3a581278e0a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 	 
1a04461b51bc23b48c24529fbdb95d2b	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sulfitobacter	 
75be15a46d30cd0e9cc3a07b7f59cec5	Bacteria	 Proteobacteria	 	 	 	 	 
b601b2ea2b069de7516ec6135c79ee29	Bacteria	 Actinobacteriota	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	 Corynebacterium_kroppenstedtii
58ce7a93b7f7593ebb34a0b884f720d9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 S25-593	 S25-593	 uncultured_marine
511b8cbeed033e304ddd62186fc8c04b	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
1aafbc2b4d4cd931f40941f2b0bf40ea	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 Saprospira	 uncultured_bacterium
1fcc235086f9ec8c667334de280dcf1a	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Unknown_Family	 uncultured_marine
739422f9ebf37550cc813b9e2731906f	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 uncultured_bacterium
bca9f328e441d81e23ec918363fc4e82	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
6bf064a515055d261fadfb1e9934e6b3	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 Vicinamibacteraceae	 Vicinamibacteraceae	 
74968ebe072e538fb82e979d8986ad5b	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Sva1033	 Sva1033	 Sva1033	 
2875d009de146376f8df71216b5f2e35	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 NS10_marine_group	 uncultured_marine
8d5bbc9fe4276e3f20bcfba704e8859f	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopumilus	 
5834af9910429434e8c9c508cfb85157	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 DEV007	 DEV007	 
012404fdadfbaf107b90c21b6011a121	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Formosa	 
35ffcc3b809d667286737d79670b8de5	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 
6e84b423bf30cf20a127952729bcce2a	Bacteria	 	 	 	 	 	 
c624ad790c3db3cbf73f041fcd7a514a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 	 	 	 
0f8f3ad3b2da306e3ab770d64683c95c	Bacteria	 Patescibacteria	 Gracilibacteria	 JGI_0000069-P22	 JGI_0000069-P22	 JGI_0000069-P22	 bacterium_RFB
93447c4951ca243db4fc71640c232925	Bacteria	 	 	 	 	 	 
ddae1224ee2b9f4fa5c8a8d79882e704	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 
b9c2fcf19bf6962996c39d11a731a539	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 Magnetospira	 uncultured_nuHF1
526aaea1ca219186e4b8fc3a67c0a4a3	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 	 	 	 
5aaaeda7bb4b6169e1fc76a16fd11fdc	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Fokiniaceae	 MD3-55	 
a802ba5719a61d5afca2d04150eaa950	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Cellvibrionaceae	 uncultured_bacterium
72d5b2cb325db81b1960b77991c3d012	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 uncultured_marine
4bbec3bb723375416616a87d785ac74a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Amylibacter	 
cc6bb84139b27ff6c20a7bcc15f85d09	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 uncultured_bacterium
4ad4f45effd8463035dbbd7a8f4782ba	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 uncultured_bacterium
d64d669996db08aa65eac95eec43cafb	Bacteria	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 
6221c40ed6827853b7adcf4455ada9b0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 OM182_clade	 OM182_clade	 OM182_clade	 uncultured_gamma
8cc34e6b7b89a6f86aae13272f1e1e1e	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Puniceispirillales	 SAR116_clade	 SAR116_clade	 uncultured_bacterium
9e1a89887f0d4036d8e579101143efbb	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 uncultured_marine
a928bae7bf7c53888a0ea1d37d725acd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
bb6485872f2750d3c1b148632a473d62	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 uncultured_bacterium
98025b4d832d60694b4c5b3e8a5fa265	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS4_marine_group	 
53a92e0a2a33b772ceb161d8c83fdd54	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Arenicellales	 Arenicellaceae	 Arenicella	 
79760530f68a04626d5749bbec61ff1b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 
ffdea3a73c264dd2b6b3c373b84e0da1	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
525e8c43adc8d83220d031e6bfc111ed	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 uncultured_Alphaproteobacteria
cdfa6944261963a29a9e8193263a1875	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 	 
970c76903f5c0798454c3d40680eee17	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 
ca2025621ed67e626244300b36a19486	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 unidentified_marine
ed35901e5b2b926c5398030f72f7d6ac	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Nitrosopumilaceae	 
c64645636c08329976b039e0f4a48fb4	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
fda714c9dc99396c6a14ace662ad0eae	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 NS10_marine_group	 uncultured_Bacteroidetes
8e88513ab547ba93f64c4f47f92fa1d9	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 uncultured_bacterium
591049e1513f8a091b22aac1aac3c7ef	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
81e9420331884bc011b1db392f1f0adc	Bacteria	 Planctomycetota	 Planctomycetes	 Pirellulales	 Pirellulaceae	 uncultured	 
ed612e1033e3f2631d8d1108ac4ef4e4	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS7_marine_group	 NS7_marine_group	 
48f32401d03add53a1d91d0411eb28b6	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured	 uncultured	 uncultured_Acidobacteriaceae
ba5420943b1cc6a86e968de59961c3f5	Bacteria	 Verrucomicrobiota	 Omnitrophia	 Omnitrophales	 Omnitrophaceae	 Candidatus_Omnitrophus	 uncultured_bacterium
d1a6cbb1a79783deddc0e49dc9fa36a6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 KI89A_clade	 KI89A_clade	 KI89A_clade	 
eaa4ce46e66ec30c0f7a01fc54a9e42a	Bacteria	 Proteobacteria	 	 	 	 	 
e0d8e7ce2a801fb9d498b79d7fff048f	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_bacterium
06153859cfe85d3d21603f43f3d168ec	Archaea	 Nanoarchaeota	 Nanoarchaeia	 Woesearchaeales	 Woesearchaeales	 Woesearchaeales	 marine_metagenome
d56917f686117122fc7e3b456203c296	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 uncultured	 
0c579d21280801f02a641e1608606927	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Micrococcus	 
b5fb61584fb688918ec8c5431cdd4547	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 marine_metagenome
62eeaee79f9426612f447abb6473190b	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 JL-ETNP-F27	 uncultured_planctomycete
93ba4482b37bb1efda5e3cd85d712655	Bacteria	 	 	 	 	 	 
08a51159519e07d5c29e6338cf533010	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 
ccf37c4c26a6ff62bb268c197fb2c141	Bacteria	 	 	 	 	 	 
62fbcf28c68ae4d16511f6e77a12b74e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 uncultured_SAR86
41e48cb4278c5243132d0890ba865c05	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Limimaricola	 
5ceaad4f746bc8d75523cbfd8148da1b	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 uncultured	 marine_metagenome
36c4c32d5f01c3f26b5fc0a4d3eaa83d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 uncultured	 
f8d6b02815eda4af024d3aeb10135288	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ib	 
577ab2fd63927a467fc472aa93939c74	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Hyphomonadaceae	 Hellea	 
2eb220cbd3c451fea03025ca64ad375a	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus_geothermalis
08d858113d61ab489ddc6e4a600f45c3	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 
a8febf2f722f84744d0f33a4274711de	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS2b_marine_group	 
4b4de2ebd32432aa36f762bd700a1a80	Bacteria	 Proteobacteria	 Gammaproteobacteria	 HOC36	 HOC36	 HOC36	 
e30f2240792c6b70b56bf50df34be4b6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseobacter_clade_NAC11-7_lineage	 
090a3df86ea0524c5a28ad313c1394b8	Archaea	 Thermoplasmatota	 Thermoplasmata	 Thermoplasmata	 Thermoplasmata	 Marine_Group_III	 
101c0c9430ab9610f1817971a2a75e7f	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 A714019	 
a01508f0902ead5c8c3b44ce4e20e510	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
36be56aa5d88c7e36b006fa1f30613c7	Bacteria	 Patescibacteria	 Gracilibacteria	 JGI_0000069-P22	 JGI_0000069-P22	 JGI_0000069-P22	 uncultured_bacterium
e23c0b30cd9b04009809e208884e5e0f	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Thalassobaculales	 uncultured	 uncultured	 uncultured_bacterium
e7c1a2598d3fa6eedfabb7f580f34c2a	Bacteria	 Patescibacteria	 Gracilibacteria	 	 	 	 
bed671b4676144142cebd192b690f499	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	 metagenome
56c55cabb4e01c4fb6301a2cab8f69ad	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
23f810c1fea24ba99734ad93ad260818	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 Muribaculaceae	 uncultured_bacterium
e7207445bfcd34695321dbebdad2040a	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 Marinoscillum	 marine_metagenome
ce6cd1dcfe080dec5b0f409b2bf650b7	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 Verruc-01	 Verrucomicrobia_bacterium
103c3f14abf946f37daa78195c99a002	Bacteria	 Deinococcota	 Deinococci	 Deinococcales	 Deinococcaceae	 Deinococcus	 Deinococcus_geothermalis
bf4cad5efdc02f2652b28b45910a712c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Marinicella	 uncultured_gamma
7aa381671c34d44c2c8874b468022369	Bacteria	 Fibrobacterota	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae	 uncultured	 uncultured_Fibrobacteres
50f786a80458992e14f2f95a6d572bd3	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
d995e752bb4b11bbc2cd4615b63be7dc	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Vibrionales	 Vibrionaceae	 Photobacterium	 
6369b37164c1a1c4ff01ae5f34ada2f5	Bacteria	 Myxococcota	 Myxococcia	 Myxococcales	 Myxococcaceae	 P3OB-42	 
6c24798aa7e83ecdf87f1a765f3cd281	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 	 	 
a75ce03f4364951f08efe9e4b3b90189	Bacteria	 Proteobacteria	 	 	 	 	 
3e43489f2562fd6518754eb874e13c90	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 uncultured	 uncultured_marine
b640a831f0c28e6d60ba3f6b278f38fa	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Rubritaleaceae	 Persicirhabdus	 uncultured_bacterium
59777186ad2e0947e97615b5d6225136	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium	 
3ca9408f6f499b75464d6ce548c2c341	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Arenicellales	 Arenicellaceae	 uncultured	 uncultured_marine
7979d07ecd1e2a83ed77a7ac33311521	Bacteria	 Proteobacteria	 	 	 	 	 
319807d2f8a6d902526d492396a38ff0	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Crocinitomix	 uncultured_Crocinitomix
33f847226e4cad483a6912f5bfbe68a4	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 uncultured	 uncultured_Cytophaga
cbfcb990d516d8761ba2135d7a5eae57	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
dffa727fa8c743bf1128d688f4e3ec8e	Bacteria	 	 	 	 	 	 
8e6d639be73dbddbf12870eeab5c66f1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
7949ccde6bddb638f89298a00cc6a31d	Bacteria	 Verrucomicrobiota	 Kiritimatiellae	 WCHB1-41	 WCHB1-41	 WCHB1-41	 uncultured_organism
